Point,Sample.ID.Lab,Horizon,Observational.Method,Potential.Series..in.progress.,To.Depth..cm.,H.Depth.cm.,Boundary..Bnd.,Matrix.Color,lab_clay,lab_sand,lab_silt,lab_texture_class,LPSA_texture_status,Field.Texture,Field.Clay..,Structure,Consistence,Notes,Date.Sampled,Depth.to.water.table..if.known.,Taxonomy,Disturbance.,Column1,series_raw,series_clean,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxmineralogy,taxactivity,taxtemp
76,250269,Bt4,Auger,Greenville,130-150+,20,,2.5YR3/6,68.65,26.8,4.55,C,ALL_CLASS_AGREE,,,2MSBK,FR,few 7.5YR5/8,3/20/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
77,250270,Ap1,Auger,Greenville,0-27,27,C,10YR3/3,7.87,77.85,14.28,SL,RESCUED_5PCT,,,1MGr,,,3/20/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
77,250271,Ap2,Auger,Greenville,27-46,19,C,10YR3/3,8.605,76.65,14.745,SL,RESCUED_5PCT,,,1MGr,,Charcoal present,3/20/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
77,250272,AE,Auger,Greenville,46-71,25,Gr,7.5YR4/6,15.25,70.45,14.3,SL,ALL_CLASS_AGREE,,,1MSBK,,organic stains. Possibly AB?,3/20/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
77,250273,BE,Auger,Greenville,71-104,33,C,5YR4/6,16.75,70.35,12.9,SL,CLASS_OK,LS,,1MSBK,,organic stains. Possibly BA?,3/20/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
77,250274,Bt1,Auger,Greenville,104-112,8,C,2.5YR4/6,48.2,46.8,5,SC,OK,,,2MSBK,,,3/20/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
77,250275,Bt2,Auger,Greenville,112-150+,38,,2.5YR4/6,68.55,26.4,5.05,C,ALL_CLASS_AGREE,,,3CoSBK,,,3/20/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
1,250308,Ap,Probe,Orangeburg,0-28,28,Ab,10YR4/2,6.265,82.2,11.535,LS,ALL_CLASS_AGREE,LS,,1MGr,VF,near standing water on edge of field,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
1,250309,AB,Probe,Orangeburg,28-52,24,C,7.5YR4/6,28.3,57.8,13.9,SCL,ALL_CLASS_AGREE,SL,10,,FR,Plowpan,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
1,250310,Bt1,Probe,Orangeburg,52-92,40,C,7.5YR4/6,24.95,60.15,14.9,SCL,ALL_CLASS_AGREE,SL,,,VF,,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
1,250311,Bt2,Probe,Orangeburg,92-115,23,Ab,7.5YR4/6,18.15,66.05,15.8,SL,ALL_CLASS_AGREE,SL,15,,,charcoal present,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
1,250312,Ab,Probe/Auger,Orangeburg,115-135,20,C,7.5YR3/4,12.35,73.25,14.4,SL,ALL_CLASS_AGREE,SL,8,,,"charcoal present, org stain",4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
1,250313,Btb1,Auger,Orangeburg,135-165,30,C,7.5YR5/8,21.1,66.15,12.75,SCL,CLASS_OK,SL,15,,,bleached root channels/ charcoal present,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
1,250314,Btb2,Auger,Orangeburg,165-190+,25,,7.5YR5/8,19.1,70.1,10.8,SL,RESCUED_5PCT,SL,12,,,"depletions, 10YR7/4, common. POINT 1 ",4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
2,250315,Ap,Probe,Greenville,0-23,23,Ab,7.5YR4/4,5.54,85.55,8.91,LS,ALL_CLASS_AGREE,,,1MGr,,,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
2,250316,Bt1,Probe,Greenville,23-50,27,C,2.5YR3/6,43.95,45.05,11,SC,RESCUED_5PCT,,,2MSBK,,organic stains,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
2,250317,Bt2,Probe,Greenville,50-80,30,Gr,2.5YR4/6,49.8,40.5,9.7,C,CLASS_OK,,,2MSBK,,"charcoal, organic stains, ironstone",4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
2,250318,Bt3,Probe/Auger,Greenville,80-125,45,Gr,2.5YR4/6,65.3,29.05,5.65,C,ALL_CLASS_AGREE,,,2MSBK,,,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
2,250319,Bt4,Auger,Greenville,125-152+,27,,2.5YR4/6,54.05,38.8,7.15,C,ALL_CLASS_AGREE,,,2MSBK,,,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
3,250320,Ap,Probe,Greenville,0-39,39,C,10YR3/2,12.5,68.05,19.45,SL,ALL_CLASS_AGREE,,,1MGr,,VF roots,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
3,250321,Bt1,Probe,Greenville,39-62,23,C,5YR4/4,37.2,49.1,13.7,SC,ALL_CLASS_AGREE,,,1MSBK,,"organic stains, charcoal, VFroots, common",4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
3,250322,Bt2,Probe,Greenville,62-108,46,C,5YR4/6,55.05,35.65,9.3,C,ALL_CLASS_AGREE,,,2MSBK,,"manganese, charcoal, VF roots, few 5YR5/6 concentrations",4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
3,250323,Bt3,Probe/Auger,Greenville,108-150+,42,,2.5YR4/6,58.5,34.45,7.05,C,ALL_CLASS_AGREE,,,2MSBK,,VF roots,4/16/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
4,250324,Ap,Probe,Greenville,0-30,30,Ab,7.5YR3/3,5.32,87.95,6.73,S,RESCUED_5PCT,,,1MGr,,F roots common,4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
4,250325,Bt1,Probe,Greenville,30-75,45,C,2.5YR4/6,37.55,52.8,9.65,SC,ALL_CLASS_AGREE,,,2MSBK,,"org stains, bleached root channels, F roots common",4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
4,250326,Bt2,Probe/Auger,Greenville,75-150+,75,,2.5YR4/8,33.7,57.6,8.7,SCL,RESCUED_5PCT,,,1MSBK,,F roots common,4/17/2025,,,NA,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
5,250327,Ap,Probe,Norfolk?,0-35,35,C,10YR4/3,4.845,86.6,8.555,LS,ALL_CLASS_AGREE,,,1MGr,,VF roots,4/17/2025,,,1,NA,Norfolk?,Norfolk,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
5,250328,AE,Probe,Norfolk?,35-50,15,C,10YR5/4,8.725,76.7,14.575,SL,ALL_CLASS_AGREE,,,1MGr,,VF roots,4/17/2025,,,1,NA,Norfolk?,Norfolk,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
5,250329,Bt1,Probe,Norfolk?,50-86,36,Gr,7.5YR4/6,11.7,73.35,14.95,SL,ALL_CLASS_AGREE,,,1MSBK,,4cm sphere ball @ 70cm. VF roots,4/17/2025,,,1,NA,Norfolk?,Norfolk,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
5,250330,Bt2,Probe/Auger,Norfolk?,86-126,40,C,7.5YR4/6,13.55,72.7,13.75,SL,ALL_CLASS_AGREE,,,1MSBK,,"bleached root channels, 7.5YR6/3 , common.  VF roots",4/17/2025,,,1,NA,Norfolk?,Norfolk,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
5,250331,Bt3,Auger,Norfolk?,126-150+,24,,7.5YR5/8,49.55,42.5,7.95,C,ALL_CLASS_AGREE,,,2MSBK,,few org stains VF roots. few subrounded quartz- Possibly a 2Bt?,4/17/2025,,,1,NA,Norfolk?,Norfolk,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
6,250332,Ap,Probe,Dothan,0-28,28,A,10YR4/3,5.65,83.85,10.5,LS,ALL_CLASS_AGREE,,,1MGr,,,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
6,250333,BA,Probe,Dothan,28-49,21,C,7.5YR4/4,26.85,60.2,12.95,SCL,ALL_CLASS_AGREE,,,1MSBK,,50% split with 7.5YR4/6,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
6,250334,Bt1,Probe,Dothan,49-69,20,C,10YR5/6,27.45,59.4,13.15,SCL,ALL_CLASS_AGREE,,,1MSBK,,org stains common,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
6,250335,Bt2,Probe,Dothan,69-95,26,C,7.5YR5/8,40.8,49,10.2,SC,ALL_CLASS_AGREE,,,1MSBK,,,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
6,250336,Bt3,Probe/Auger,Dothan,95-155+,60,,7.5YR5/8,49.95,42.05,8,C,ALL_CLASS_AGREE,,,2CoSBK,,VF roots ,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
7,250337,Ap,Probe,Bonneau,0-12,12,Ab,10YR3/2,8.295,76.75,14.955,SL,ALL_CLASS_AGREE,,,1MGr,,,4/16/2025,,,NA,NA,Bonneau,Bonneau,"Loamy, siliceous, subactive, thermic Arenic Paleudults",Ultisols,Udults,Paleudults,Arenic Paleudults,Loamy,Siliceous,Subactive,Thermic
7,250338,AE,Probe,Bonneau,Dec-32,20,Ab,10YR4/4,6.46,83.35,10.19,LS,ALL_CLASS_AGREE,,,1MSBK,,,4/16/2025,,,NA,NA,Bonneau,Bonneau,"Loamy, siliceous, subactive, thermic Arenic Paleudults",Ultisols,Udults,Paleudults,Arenic Paleudults,Loamy,Siliceous,Subactive,Thermic
7,250339,AB,Probe,Bonneau,32-54,22,C,10YR3/3,9.39,74.15,16.46,SL,ALL_CLASS_AGREE,,,2MSBK,,,4/16/2025,,,NA,NA,Bonneau,Bonneau,"Loamy, siliceous, subactive, thermic Arenic Paleudults",Ultisols,Udults,Paleudults,Arenic Paleudults,Loamy,Siliceous,Subactive,Thermic
7,250340,Bt1,Probe,Bonneau,54-70,16,C,2.5Y5/4,30.65,54.7,14.65,SCL,ALL_CLASS_AGREE,,,2MSBK,,"iron concentrations, org stains.",4/16/2025,,,NA,NA,Bonneau,Bonneau,"Loamy, siliceous, subactive, thermic Arenic Paleudults",Ultisols,Udults,Paleudults,Arenic Paleudults,Loamy,Siliceous,Subactive,Thermic
7,250341,Bt2,Probe,Bonneau,70-99,29,C,2.5Y5/4,39.15,47.8,13.05,SC,ALL_CLASS_AGREE,,,2CoSBK,,"iron concentrations, 10YR5/8, 5%.",4/16/2025,,,NA,NA,Bonneau,Bonneau,"Loamy, siliceous, subactive, thermic Arenic Paleudults",Ultisols,Udults,Paleudults,Arenic Paleudults,Loamy,Siliceous,Subactive,Thermic
7,250342,Bt3,Probe,Bonneau,99-130,31,C,2.5Y5/6,15.1,76.25,8.65,SL,ALL_CLASS_AGREE,,,2CoSBK,,"gleyed 2.5Y6/2,  25%. Few 7.5YR4/6 concentrations.",4/16/2025,,,NA,NA,Bonneau,Bonneau,"Loamy, siliceous, subactive, thermic Arenic Paleudults",Ultisols,Udults,Paleudults,Arenic Paleudults,Loamy,Siliceous,Subactive,Thermic
7,250343,BCg,Probe/Auger,Bonneau,130-150+,20,,5Y8/1,3.8,92.3,3.9,S,ALL_CLASS_AGREE,,,1CoSBK,,"gleyed matrix, few conc 10YR5/6 , 15%.",4/16/2025,,,NA,NA,Bonneau,Bonneau,"Loamy, siliceous, subactive, thermic Arenic Paleudults",Ultisols,Udults,Paleudults,Arenic Paleudults,Loamy,Siliceous,Subactive,Thermic
10,250344,Ap,Probe,Dothan,0-25,25,Ab,10YR4/4,7.275,79.5,13.225,LS,ALL_CLASS_AGREE,,,1MGr,,VF roots ,4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
10,250345,BA,Probe,Dothan,25-45,20,C,7.5YR4/4,36.7,49.45,13.85,SC,ALL_CLASS_AGREE,,,2CoSBK,,VF roots ,4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
10,250346,Bt1,Probe,Dothan,45-70,25,C,7.5YR4/6,37.8,48.05,14.15,SC,ALL_CLASS_AGREE,,,2MSBK,,VF roots ,4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
10,250347,Bt2,Probe,Dothan,70-104,34,C,7.5YR4/6,38.6,49.6,11.8,SC,ALL_CLASS_AGREE,,,2CoSBK,,"VF roots , bleached root channels",4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
10,250348,Bt3,Probe/Auger,Dothan,104-150+,46,,10YR5/8,35.25,55.05,9.7,SC,ALL_CLASS_AGREE,,,2CoSBK,,VF roots ,4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
11,250349,Ap,Probe,Dothan,0-22,22,C,10YR3/4,5.4,85.45,9.15,LS,ALL_CLASS_AGREE,,,1MGr,,,4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
11,250350,BA,Probe,Dothan,22-41,19,C,10YR3/6,17.7,67.2,15.1,SL,ALL_CLASS_AGREE,,,1MSBK,,"VF roots, org stains",4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
11,250351,Bt1,Probe,Dothan,41-81,40,Gr,7.5YR4/6,22.7,62.9,14.4,SCL,ALL_CLASS_AGREE,,,2CoSBK,,"VF roots, org stains",4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
11,250352,Bt2,Probe/Auger,Dothan,81-112,31,Gr,5YR4/6,33.95,54.2,11.85,SCL,ALL_CLASS_AGREE,,,2CoSBK,,"VF roots, common, redox at 110",4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
11,250353,Bt3,Auger,Dothan,112-150+,38,,10YR5/6,31.3,57.6,11.1,SCL,ALL_CLASS_AGREE,,,1MSBK,,5YR4/6 many... was above matrix. depletions present,4/16/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
12,250354,Ap,Probe,Orangeburg,0-29,29,Ab,10YR4/3,6.51,83.9,9.59,LS,ALL_CLASS_AGREE,,,1MGr,,VF roots,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
12,250355,BA,Probe,Orangeburg,29-41,12,C,7.5YR3/4,30.5,56.3,13.2,SCL,ALL_CLASS_AGREE,,,2MSBK,,VF roots,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
12,250356,Bt1,Probe,Orangeburg,41-68,27,Gr,5YR4/4,27.1,58.45,14.45,SCL,ALL_CLASS_AGREE,,,2MSBK,,VF roots,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
12,250357,Bt2,Probe/Auger,Orangeburg,68-118,50,Gr,5YR4/6,32.4,57.25,10.35,SCL,ALL_CLASS_AGREE,,,2MSBK,,VF roots,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
12,250358,Bt3,Auger,Orangeburg,118-154+,36,,5YR4/6,29.85,60.35,9.8,SCL,ALL_CLASS_AGREE,,,2MSBK,,VF roots,4/16/2025,,,NA,NA,Orangeburg,Orangeburg,"Fine-loamy, kaolinitic, thermic Typic Kandiudults",Ultisols,Udults,Kandiudults,Typic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
13,250359,Ap,Probe,Dothan,0-30,30,Ab,10YR4/6,5.14,87.05,7.81,LS,ALL_CLASS_AGREE,,,1MGr,,F roots,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
13,250360,BA,Probe,Dothan,30-45,15,C,10YR5/6,17.55,69,13.45,SL,ALL_CLASS_AGREE,,,2MSBK,,F roots,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
13,250361,Bt1,Probe,Dothan,45-75,30,C,7.5YR5/8,25.4,61.3,13.3,SCL,ALL_CLASS_AGREE,,,2MSBK,,F roots,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
13,250362,Bt2,Probe,Dothan,75-89,14,C,7.5YR5/8,29.2,58.4,12.4,SCL,ALL_CLASS_AGREE,,,2MSBK,,F roots,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
13,250363,Bt3,Probe/Auger,Dothan,89-135,46,C,10YR5/8,33.35,56.9,9.75,SCL,ALL_CLASS_AGREE,,,2CoSBK,,"F roots, sub rounded rock frags",4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
13,250364,Bt4,Auger,Dothan,135-150+,15,,10YR6/8,39.1,51.9,9,SC,ALL_CLASS_AGREE,,,2CoSBK,,"Fe masses, 2.5YR4/6, 5%. sub rounded rock frags.",4/17/2025,144,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
14,250365,Ap,Probe,Greenville,0-29,29,Ab,10YR3/4,4.11,89.05,6.84,S,ALL_CLASS_AGREE,,,1MGr,,VF roots,4/17/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
14,250366,Bt1,Probe,Greenville,29-51,22,C,5YR4/4,24.75,62.35,12.9,SCL,ALL_CLASS_AGREE,,,2MSBK,,"VF roots, org stains",4/17/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
14,250367,Bt2,Probe,Greenville,51-93,42,C,5YR4/6,37.2,51.3,11.5,SC,ALL_CLASS_AGREE,,,2MSBK,,"VF roots. charcoal, few org stains",4/17/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
14,250368,Bt3,Probe/Auger,Greenville,93-150+,57,,2.5YR4/6,47.65,44.55,7.8,C,RESCUED_5PCT,,,2MSBK,,"VF roots, sub rounded quartz, small few.",4/17/2025,,,1,NA,Greenville,Greenville,"Fine, kaolinitic, thermic Rhodic Kandiudults",Ultisols,Udults,Kandiudults,Rhodic Kandiudults,Fine,Kaolinitic,NA,Thermic
15,250369,Ap,Probe,Dothan,0-28,28,C,10YR4/2,5.425,85.1,9.475,LS,ALL_CLASS_AGREE,,,1MGr,,,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
15,250370,Bt1,Probe,Dothan,28- 65,37,C,10YR5/6,32.85,53.45,13.7,SCL,ALL_CLASS_AGREE,,,2CoSBK,,,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
15,250371,Bt2,Probe,Dothan,65-87,22,C,10YR5/8,26.4,60.95,12.65,SCL,ALL_CLASS_AGREE,,,2CoSBK,,10YR7/3 few ,4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
15,250372,Bt3,Probe/Auger,Dothan,87-123,36,Gr,10YR6/8,31.35,58,10.65,SCL,ALL_CLASS_AGREE,,,2CoSBK,,"many VF roots, org stains, depletions 2.5Y6/4",4/17/2025,,,NA,NA,Dothan,Dothan,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",Ultisols,Udults,Kandiudults,Plinthic Kandiudults,Fine-loamy,Kaolinitic,NA,Thermic
